marker_count	marker	total_combinations	zero_count	min_one_count	min_two_count
63	snpSB00110	205120	417	204703	203962
63	snpSB00359	205120	440	204680	203962
63	snpSB00366	205120	415	204705	203965
63	snpSB00320	205120	418	204702	203967
63	snpSB00365	205120	412	204708	203972
63	snpSB00361	205120	414	204706	203974
63	snpSB00382	205120	409	204711	203978
63	snpSB00368	205120	416	204704	203982
63	snpSB00372	205120	406	204714	203983
63	snpSB00327	205120	416	204704	203984
63	snpSB00387	205120	409	204711	203984
63	snpSB00332	205120	438	204682	203985
63	snpSB00318	205120	414	204706	203986
63	snpSB00371	205120	411	204709	203988
63	snpSB00314	205120	409	204711	203990
63	snpSB00362	205120	414	204706	203992
63	snpSB00335	205120	416	204704	203997
63	snpSB00109	205120	403	204717	203998
63	snpSB00325	205120	401	204719	203998
63	snpSB00315	205120	405	204715	204001
63	snpSB00370	205120	405	204715	204002
63	snpSB00338	205120	404	204716	204003
63	snpSB00347	205120	404	204716	204006
63	snpSB00341	205120	404	204716	204007
63	snpSB00389	205120	401	204719	204009
63	snpSB00326	205120	401	204719	204013
63	snpSB00328	205120	407	204713	204013
63	snpSB00357	205120	403	204717	204014
63	snpSB00319	205120	404	204716	204015
63	snpSB00312	205120	402	204718	204017
63	snpSB00345	205120	419	204701	204017
63	snpSB00305	205120	401	204719	204018
63	snpSB00363	205120	402	204718	204019
63	snpSB00146	205120	401	204719	204021
63	snpSB00284	205120	401	204719	204021
63	snpSB00384	205120	401	204719	204021
63	snpSB00144	205120	401	204719	204022
63	snpSB00317	205120	401	204719	204022
63	snpSB00330	205120	401	204719	204023
63	snpSB00358	205120	401	204719	204023
63	snpSB00376	205120	403	204717	204023
63	snpSB00148	205120	401	204719	204024
63	snpSB00294	205120	401	204719	204024
63	snpSB00169	205120	401	204719	204024
63	snpSB00351	205120	401	204719	204024
63	snpSB00343	205120	401	204719	204024
63	snpSB00346	205120	401	204719	204024
63	snpSB00354	205120	401	204719	204024
63	snpSB00352	205120	401	204719	204024
63	snpSB00379	205120	401	204719	204024
63	snpSB00383	205120	401	204719	204024
62	snpSB00158	205120	439	204681	203792
62	snpSB00324	205120	433	204687	203837
62	snpSB00369	205120	459	204661	203847
62	snpSB00364	205120	444	204676	203859
62	snpSB00388	205120	440	204680	203874
62	snpSB00106	205120	458	204662	203878
62	snpSB00323	205120	424	204696	203922
62	snpSB00321	205120	415	204705	203923
62	snpSB00313	205120	453	204667	203925
62	snpSB00164	205120	412	204708	203928
62	snpSB00143	205120	406	204714	203961
62	snpSB00348	205120	415	204705	203961
62	snpSB00110	205120	417	204703	203962
62	snpSB00359	205120	440	204680	203962
62	snpSB00366	205120	415	204705	203965
62	snpSB00320	205120	418	204702	203967
62	snpSB00365	205120	412	204708	203972
62	snpSB00361	205120	414	204706	203974
62	snpSB00382	205120	409	204711	203978
62	snpSB00368	205120	416	204704	203982
62	snpSB00372	205120	406	204714	203983
62	snpSB00327	205120	416	204704	203984
62	snpSB00387	205120	409	204711	203984
62	snpSB00332	205120	438	204682	203985
62	snpSB00318	205120	414	204706	203986
62	snpSB00371	205120	411	204709	203988
62	snpSB00314	205120	409	204711	203990
62	snpSB00362	205120	414	204706	203992
62	snpSB00335	205120	416	204704	203997
62	snpSB00109	205120	403	204717	203998
62	snpSB00325	205120	401	204719	203998
62	snpSB00315	205120	405	204715	204001
62	snpSB00370	205120	405	204715	204002
62	snpSB00338	205120	404	204716	204003
62	snpSB00347	205120	404	204716	204006
62	snpSB00341	205120	404	204716	204007
62	snpSB00389	205120	401	204719	204009
62	snpSB00326	205120	401	204719	204013
62	snpSB00328	205120	407	204713	204013
62	snpSB00357	205120	403	204717	204014
62	snpSB00319	205120	404	204716	204015
62	snpSB00312	205120	402	204718	204017
62	snpSB00345	205120	419	204701	204017
62	snpSB00305	205120	401	204719	204018
62	snpSB00363	205120	402	204718	204019
62	snpSB00146	205120	401	204719	204021
62	snpSB00284	205120	401	204719	204021
62	snpSB00384	205120	401	204719	204021
62	snpSB00144	205120	401	204719	204022
62	snpSB00317	205120	401	204719	204022
62	snpSB00330	205120	401	204719	204023
62	snpSB00358	205120	401	204719	204023
62	snpSB00376	205120	403	204717	204023
62	snpSB00148	205120	401	204719	204024
62	snpSB00169	205120	401	204719	204024
62	snpSB00294	205120	401	204719	204024
62	snpSB00346	205120	401	204719	204024
62	snpSB00343	205120	401	204719	204024
62	snpSB00351	205120	401	204719	204024
62	snpSB00354	205120	401	204719	204024
62	snpSB00379	205120	401	204719	204024
62	snpSB00383	205120	401	204719	204024
61	snpSB00158	205120	439	204681	203792
61	snpSB00324	205120	433	204687	203837
61	snpSB00369	205120	459	204661	203847
61	snpSB00364	205120	444	204676	203859
61	snpSB00388	205120	440	204680	203874
61	snpSB00106	205120	458	204662	203878
61	snpSB00323	205120	424	204696	203922
61	snpSB00321	205120	415	204705	203923
61	snpSB00313	205120	453	204667	203925
61	snpSB00164	205120	412	204708	203928
61	snpSB00143	205120	406	204714	203961
61	snpSB00348	205120	415	204705	203961
61	snpSB00110	205120	417	204703	203962
61	snpSB00359	205120	440	204680	203962
61	snpSB00366	205120	415	204705	203965
61	snpSB00320	205120	418	204702	203967
61	snpSB00365	205120	412	204708	203972
61	snpSB00361	205120	414	204706	203974
61	snpSB00382	205120	409	204711	203978
61	snpSB00368	205120	416	204704	203982
61	snpSB00372	205120	406	204714	203983
61	snpSB00327	205120	416	204704	203984
61	snpSB00387	205120	409	204711	203984
61	snpSB00332	205120	438	204682	203985
61	snpSB00318	205120	414	204706	203986
61	snpSB00371	205120	411	204709	203988
61	snpSB00314	205120	409	204711	203990
61	snpSB00362	205120	414	204706	203992
61	snpSB00335	205120	416	204704	203997
61	snpSB00109	205120	403	204717	203998
61	snpSB00325	205120	401	204719	203998
61	snpSB00315	205120	405	204715	204001
61	snpSB00370	205120	405	204715	204002
61	snpSB00338	205120	404	204716	204003
61	snpSB00347	205120	404	204716	204006
61	snpSB00341	205120	404	204716	204007
61	snpSB00389	205120	401	204719	204009
61	snpSB00326	205120	401	204719	204013
61	snpSB00328	205120	407	204713	204013
61	snpSB00357	205120	403	204717	204014
61	snpSB00319	205120	404	204716	204015
61	snpSB00312	205120	402	204718	204017
61	snpSB00345	205120	419	204701	204017
61	snpSB00305	205120	401	204719	204018
61	snpSB00363	205120	402	204718	204019
61	snpSB00146	205120	401	204719	204021
61	snpSB00284	205120	401	204719	204021
61	snpSB00384	205120	401	204719	204021
61	snpSB00144	205120	401	204719	204022
61	snpSB00317	205120	401	204719	204022
61	snpSB00330	205120	401	204719	204023
61	snpSB00358	205120	401	204719	204023
61	snpSB00376	205120	403	204717	204023
61	snpSB00148	205120	401	204719	204024
61	snpSB00294	205120	401	204719	204024
61	snpSB00343	205120	401	204719	204024
61	snpSB00346	205120	401	204719	204024
61	snpSB00351	205120	401	204719	204024
61	snpSB00354	205120	401	204719	204024
61	snpSB00379	205120	401	204719	204024
61	snpSB00383	205120	401	204719	204024
60	snpSB00158	205120	439	204681	203792
60	snpSB00324	205120	433	204687	203837
60	snpSB00369	205120	459	204661	203847
60	snpSB00364	205120	444	204676	203859
60	snpSB00388	205120	440	204680	203874
60	snpSB00106	205120	458	204662	203878
60	snpSB00323	205120	424	204696	203922
60	snpSB00321	205120	415	204705	203923
60	snpSB00313	205120	453	204667	203925
60	snpSB00164	205120	412	204708	203928
60	snpSB00143	205120	406	204714	203961
60	snpSB00348	205120	415	204705	203961
60	snpSB00110	205120	417	204703	203962
60	snpSB00359	205120	440	204680	203962
60	snpSB00366	205120	415	204705	203965
60	snpSB00320	205120	418	204702	203967
60	snpSB00365	205120	412	204708	203972
60	snpSB00361	205120	414	204706	203974
60	snpSB00382	205120	409	204711	203978
60	snpSB00368	205120	416	204704	203982
60	snpSB00372	205120	406	204714	203983
60	snpSB00327	205120	416	204704	203984
60	snpSB00387	205120	409	204711	203984
60	snpSB00332	205120	438	204682	203985
60	snpSB00318	205120	414	204706	203986
60	snpSB00371	205120	411	204709	203988
60	snpSB00314	205120	409	204711	203990
60	snpSB00362	205120	414	204706	203992
60	snpSB00335	205120	416	204704	203997
60	snpSB00109	205120	403	204717	203998
60	snpSB00325	205120	401	204719	203998
60	snpSB00315	205120	405	204715	204001
60	snpSB00370	205120	405	204715	204002
60	snpSB00338	205120	404	204716	204003
60	snpSB00347	205120	404	204716	204006
60	snpSB00341	205120	404	204716	204007
60	snpSB00389	205120	401	204719	204009
60	snpSB00326	205120	401	204719	204013
60	snpSB00328	205120	407	204713	204013
60	snpSB00357	205120	403	204717	204014
60	snpSB00319	205120	404	204716	204015
60	snpSB00312	205120	402	204718	204017
60	snpSB00345	205120	419	204701	204017
60	snpSB00305	205120	401	204719	204018
60	snpSB00363	205120	402	204718	204019
60	snpSB00146	205120	401	204719	204021
60	snpSB00284	205120	401	204719	204021
60	snpSB00384	205120	401	204719	204021
60	snpSB00144	205120	401	204719	204022
60	snpSB00317	205120	401	204719	204022
60	snpSB00330	205120	401	204719	204023
60	snpSB00358	205120	401	204719	204023
60	snpSB00376	205120	403	204717	204023
60	snpSB00294	205120	401	204719	204024
60	snpSB00343	205120	401	204719	204024
60	snpSB00346	205120	401	204719	204024
60	snpSB00351	205120	401	204719	204024
60	snpSB00354	205120	401	204719	204024
60	snpSB00379	205120	401	204719	204024
60	snpSB00383	205120	401	204719	204024
59	snpSB00158	205120	439	204681	203792
59	snpSB00324	205120	433	204687	203837
59	snpSB00369	205120	459	204661	203847
59	snpSB00364	205120	444	204676	203859
59	snpSB00388	205120	440	204680	203874
59	snpSB00106	205120	458	204662	203878
59	snpSB00323	205120	424	204696	203922
59	snpSB00321	205120	415	204705	203923
59	snpSB00313	205120	453	204667	203925
59	snpSB00164	205120	412	204708	203928
59	snpSB00143	205120	406	204714	203961
59	snpSB00348	205120	415	204705	203961
59	snpSB00110	205120	417	204703	203962
59	snpSB00359	205120	440	204680	203962
59	snpSB00366	205120	415	204705	203965
59	snpSB00320	205120	418	204702	203967
59	snpSB00365	205120	412	204708	203972
59	snpSB00361	205120	414	204706	203974
59	snpSB00382	205120	409	204711	203978
59	snpSB00368	205120	416	204704	203982
59	snpSB00372	205120	406	204714	203983
59	snpSB00327	205120	416	204704	203984
59	snpSB00387	205120	409	204711	203984
59	snpSB00332	205120	438	204682	203985
59	snpSB00318	205120	414	204706	203986
59	snpSB00371	205120	411	204709	203988
59	snpSB00314	205120	409	204711	203990
59	snpSB00362	205120	414	204706	203992
59	snpSB00335	205120	416	204704	203997
59	snpSB00109	205120	403	204717	203998
59	snpSB00325	205120	401	204719	203998
59	snpSB00315	205120	405	204715	204001
59	snpSB00370	205120	405	204715	204002
59	snpSB00338	205120	404	204716	204003
59	snpSB00347	205120	404	204716	204006
59	snpSB00341	205120	404	204716	204007
59	snpSB00389	205120	401	204719	204009
59	snpSB00328	205120	407	204713	204013
59	snpSB00326	205120	401	204719	204013
59	snpSB00357	205120	403	204717	204014
59	snpSB00319	205120	404	204716	204015
59	snpSB00312	205120	402	204718	204017
59	snpSB00345	205120	419	204701	204017
59	snpSB00305	205120	401	204719	204018
59	snpSB00363	205120	402	204718	204019
59	snpSB00146	205120	401	204719	204021
59	snpSB00284	205120	401	204719	204021
59	snpSB00384	205120	401	204719	204021
59	snpSB00144	205120	401	204719	204022
59	snpSB00317	205120	401	204719	204022
59	snpSB00330	205120	401	204719	204023
59	snpSB00358	205120	401	204719	204023
59	snpSB00376	205120	403	204717	204023
59	snpSB00343	205120	401	204719	204024
59	snpSB00346	205120	401	204719	204024
59	snpSB00351	205120	401	204719	204024
59	snpSB00354	205120	401	204719	204024
59	snpSB00379	205120	401	204719	204024
59	snpSB00383	205120	401	204719	204024
58	snpSB00158	205120	439	204681	203792
58	snpSB00324	205120	433	204687	203837
58	snpSB00369	205120	459	204661	203847
58	snpSB00364	205120	444	204676	203859
58	snpSB00388	205120	440	204680	203874
58	snpSB00106	205120	458	204662	203878
58	snpSB00323	205120	424	204696	203922
58	snpSB00321	205120	415	204705	203923
58	snpSB00313	205120	453	204667	203925
58	snpSB00164	205120	412	204708	203928
58	snpSB00143	205120	406	204714	203961
58	snpSB00348	205120	415	204705	203961
58	snpSB00110	205120	417	204703	203962
58	snpSB00359	205120	440	204680	203962
58	snpSB00366	205120	415	204705	203965
58	snpSB00320	205120	418	204702	203967
58	snpSB00365	205120	412	204708	203972
58	snpSB00361	205120	414	204706	203974
58	snpSB00382	205120	409	204711	203978
58	snpSB00368	205120	416	204704	203982
58	snpSB00372	205120	406	204714	203983
58	snpSB00327	205120	416	204704	203984
58	snpSB00387	205120	409	204711	203984
58	snpSB00332	205120	438	204682	203985
58	snpSB00318	205120	414	204706	203986
58	snpSB00371	205120	411	204709	203988
58	snpSB00314	205120	409	204711	203990
58	snpSB00362	205120	414	204706	203992
58	snpSB00335	205120	416	204704	203997
58	snpSB00109	205120	403	204717	203998
58	snpSB00325	205120	401	204719	203998
58	snpSB00315	205120	405	204715	204001
58	snpSB00370	205120	405	204715	204002
58	snpSB00338	205120	404	204716	204003
58	snpSB00347	205120	404	204716	204006
58	snpSB00341	205120	404	204716	204007
58	snpSB00389	205120	401	204719	204009
58	snpSB00328	205120	407	204713	204013
58	snpSB00326	205120	401	204719	204013
58	snpSB00357	205120	403	204717	204014
58	snpSB00319	205120	404	204716	204015
58	snpSB00312	205120	402	204718	204017
58	snpSB00345	205120	419	204701	204017
58	snpSB00305	205120	401	204719	204018
58	snpSB00363	205120	402	204718	204019
58	snpSB00146	205120	401	204719	204021
58	snpSB00284	205120	401	204719	204021
58	snpSB00384	205120	401	204719	204021
58	snpSB00144	205120	401	204719	204022
58	snpSB00317	205120	401	204719	204022
58	snpSB00330	205120	401	204719	204023
58	snpSB00358	205120	401	204719	204023
58	snpSB00376	205120	403	204717	204023
58	snpSB00343	205120	401	204719	204024
58	snpSB00354	205120	401	204719	204024
58	snpSB00351	205120	401	204719	204024
58	snpSB00379	205120	401	204719	204024
58	snpSB00383	205120	401	204719	204024
57	snpSB00158	205120	439	204681	203792
57	snpSB00324	205120	433	204687	203836
57	snpSB00369	205120	459	204661	203847
57	snpSB00364	205120	444	204676	203859
57	snpSB00388	205120	440	204680	203874
57	snpSB00106	205120	458	204662	203877
57	snpSB00323	205120	424	204696	203922
57	snpSB00321	205120	415	204705	203923
57	snpSB00313	205120	453	204667	203925
57	snpSB00164	205120	412	204708	203928
57	snpSB00143	205120	406	204714	203961
57	snpSB00348	205120	415	204705	203961
57	snpSB00110	205120	417	204703	203962
57	snpSB00359	205120	440	204680	203962
57	snpSB00366	205120	415	204705	203965
57	snpSB00320	205120	418	204702	203967
57	snpSB00365	205120	412	204708	203972
57	snpSB00361	205120	414	204706	203974
57	snpSB00382	205120	409	204711	203978
57	snpSB00368	205120	416	204704	203982
57	snpSB00372	205120	406	204714	203983
57	snpSB00327	205120	416	204704	203984
57	snpSB00387	205120	409	204711	203984
57	snpSB00332	205120	438	204682	203985
57	snpSB00318	205120	414	204706	203986
57	snpSB00371	205120	411	204709	203988
57	snpSB00314	205120	409	204711	203990
57	snpSB00362	205120	414	204706	203992
57	snpSB00335	205120	416	204704	203997
57	snpSB00109	205120	403	204717	203998
57	snpSB00325	205120	401	204719	203998
57	snpSB00315	205120	405	204715	204001
57	snpSB00370	205120	405	204715	204002
57	snpSB00338	205120	404	204716	204003
57	snpSB00347	205120	404	204716	204006
57	snpSB00341	205120	404	204716	204007
57	snpSB00389	205120	401	204719	204009
57	snpSB00328	205120	407	204713	204013
57	snpSB00326	205120	401	204719	204013
57	snpSB00357	205120	403	204717	204014
57	snpSB00319	205120	404	204716	204015
57	snpSB00312	205120	402	204718	204017
57	snpSB00345	205120	419	204701	204017
57	snpSB00305	205120	401	204719	204018
57	snpSB00363	205120	402	204718	204019
57	snpSB00146	205120	401	204719	204021
57	snpSB00284	205120	401	204719	204021
57	snpSB00384	205120	401	204719	204021
57	snpSB00144	205120	401	204719	204022
57	snpSB00317	205120	401	204719	204022
57	snpSB00330	205120	401	204719	204023
57	snpSB00358	205120	401	204719	204023
57	snpSB00376	205120	403	204717	204023
57	snpSB00343	205120	401	204719	204024
57	snpSB00351	205120	401	204719	204024
57	snpSB00383	205120	401	204719	204024
57	snpSB00379	205120	401	204719	204024
56	snpSB00158	205120	439	204681	203792
56	snpSB00324	205120	433	204687	203836
56	snpSB00369	205120	459	204661	203847
56	snpSB00364	205120	444	204676	203859
56	snpSB00388	205120	440	204680	203874
56	snpSB00106	205120	458	204662	203877
56	snpSB00323	205120	424	204696	203922
56	snpSB00321	205120	415	204705	203923
56	snpSB00313	205120	453	204667	203925
56	snpSB00164	205120	412	204708	203928
56	snpSB00143	205120	406	204714	203961
56	snpSB00348	205120	415	204705	203961
56	snpSB00110	205120	417	204703	203962
56	snpSB00359	205120	440	204680	203962
