marker_count	marker	total_combinations	zero_count	min_one_count	min_two_count
27	snpPG00127	7260	22	7238	7191
27	snpPG00140	7260	22	7238	7202
27	snpPG00133	7260	21	7239	7203
27	snpPG00048	7260	24	7236	7204
27	snpPG00137	7260	21	7239	7205
27	snpPG00100	7260	23	7237	7206
27	snpPG00121	7260	22	7238	7206
27	snpPG00112	7260	21	7239	7207
27	snpPG00110	7260	23	7237	7207
27	snpPG00101	7260	28	7232	7208
27	snpPG00135	7260	21	7239	7208
27	snpPG00126	7260	22	7238	7208
27	snpPG00076	7260	22	7238	7209
27	snpPG00107	7260	22	7238	7209
27	snpPG00129	7260	21	7239	7209
27	snpPG00084	7260	21	7239	7210
27	snpPG00051	7260	22	7238	7210
27	snpPG00078	7260	21	7239	7210
27	snpPG00122	7260	23	7237	7210
27	snpPG00117	7260	21	7239	7210
27	snpPG00118	7260	22	7238	7210
27	snpPG00119	7260	21	7239	7210
27	snpPG00087	7260	22	7238	7211
27	snpPG00111	7260	22	7238	7212
27	snpPG00055	7260	21	7239	7213
27	snpPG00136	7260	21	7239	7213
26	snpPG00142	7260	21	7239	7189
26	snpPG00127	7260	22	7238	7191
26	snpPG00140	7260	22	7238	7202
26	snpPG00048	7260	24	7236	7203
26	snpPG00133	7260	21	7239	7203
26	snpPG00137	7260	21	7239	7204
26	snpPG00100	7260	23	7237	7206
26	snpPG00110	7260	23	7237	7206
26	snpPG00121	7260	22	7238	7206
26	snpPG00107	7260	22	7238	7207
26	snpPG00112	7260	21	7239	7207
26	snpPG00129	7260	21	7239	7207
26	snpPG00101	7260	28	7232	7208
26	snpPG00135	7260	21	7239	7208
26	snpPG00126	7260	22	7238	7208
26	snpPG00076	7260	22	7238	7209
26	snpPG00051	7260	22	7238	7210
26	snpPG00078	7260	21	7239	7210
26	snpPG00084	7260	21	7239	7210
26	snpPG00117	7260	21	7239	7210
26	snpPG00118	7260	22	7238	7210
26	snpPG00119	7260	21	7239	7210
26	snpPG00122	7260	23	7237	7210
26	snpPG00087	7260	22	7238	7211
26	snpPG00111	7260	22	7238	7212
26	snpPG00055	7260	21	7239	7213
25	snpPG00142	7260	21	7239	7188
25	snpPG00127	7260	22	7238	7190
25	snpPG00140	7260	22	7238	7201
25	snpPG00048	7260	24	7236	7203
25	snpPG00133	7260	21	7239	7203
25	snpPG00100	7260	23	7237	7204
25	snpPG00121	7260	22	7238	7204
25	snpPG00137	7260	21	7239	7204
25	snpPG00110	7260	23	7237	7206
25	snpPG00112	7260	21	7239	7207
25	snpPG00107	7260	22	7238	7207
25	snpPG00129	7260	21	7239	7207
25	snpPG00087	7260	22	7238	7208
25	snpPG00118	7260	22	7238	7208
25	snpPG00101	7260	28	7232	7208
25	snpPG00135	7260	21	7239	7208
25	snpPG00126	7260	22	7238	7208
25	snpPG00051	7260	22	7238	7209
25	snpPG00084	7260	21	7239	7209
25	snpPG00076	7260	22	7238	7209
25	snpPG00078	7260	21	7239	7210
25	snpPG00122	7260	23	7237	7210
25	snpPG00117	7260	21	7239	7210
25	snpPG00119	7260	21	7239	7210
25	snpPG00111	7260	22	7238	7212
24	snpPG00142	7260	22	7238	7186
24	snpPG00127	7260	23	7237	7189
24	snpPG00048	7260	25	7235	7200
24	snpPG00140	7260	23	7237	7200
24	snpPG00101	7260	29	7231	7201
24	snpPG00133	7260	22	7238	7201
24	snpPG00100	7260	24	7236	7203
24	snpPG00107	7260	23	7237	7203
24	snpPG00110	7260	24	7236	7203
24	snpPG00121	7260	23	7237	7203
24	snpPG00137	7260	22	7238	7203
24	snpPG00112	7260	22	7238	7206
24	snpPG00118	7260	23	7237	7206
24	snpPG00129	7260	22	7238	7206
24	snpPG00087	7260	23	7237	7207
24	snpPG00126	7260	23	7237	7207
24	snpPG00135	7260	22	7238	7207
24	snpPG00051	7260	23	7237	7208
24	snpPG00076	7260	23	7237	7208
24	snpPG00084	7260	22	7238	7208
24	snpPG00078	7260	23	7237	7208
24	snpPG00119	7260	22	7238	7209
24	snpPG00122	7260	24	7236	7209
24	snpPG00117	7260	22	7238	7209
23	snpPG00142	7260	23	7237	7183
23	snpPG00127	7260	23	7237	7185
23	snpPG00140	7260	23	7237	7196
23	snpPG00048	7260	25	7235	7197
23	snpPG00101	7260	29	7231	7197
23	snpPG00133	7260	23	7237	7199
23	snpPG00100	7260	24	7236	7200
23	snpPG00107	7260	23	7237	7200
23	snpPG00110	7260	24	7236	7200
23	snpPG00121	7260	24	7236	7200
23	snpPG00137	7260	22	7238	7200
23	snpPG00112	7260	22	7238	7203
23	snpPG00118	7260	23	7237	7203
23	snpPG00129	7260	22	7238	7203
23	snpPG00135	7260	22	7238	7203
23	snpPG00087	7260	23	7237	7204
23	snpPG00122	7260	24	7236	7204
23	snpPG00126	7260	23	7237	7204
23	snpPG00051	7260	23	7237	7205
23	snpPG00076	7260	23	7237	7205
23	snpPG00084	7260	22	7238	7205
23	snpPG00078	7260	23	7237	7205
23	snpPG00117	7260	22	7238	7206
22	snpPG00142	7260	23	7237	7180
22	snpPG00127	7260	26	7234	7185
22	snpPG00140	7260	23	7237	7192
22	snpPG00048	7260	25	7235	7194
22	snpPG00101	7260	29	7231	7194
22	snpPG00133	7260	23	7237	7196
22	snpPG00100	7260	24	7236	7197
22	snpPG00107	7260	23	7237	7197
22	snpPG00110	7260	24	7236	7197
22	snpPG00121	7260	24	7236	7197
22	snpPG00137	7260	22	7238	7197
22	snpPG00112	7260	22	7238	7198
22	snpPG00118	7260	23	7237	7199
22	snpPG00076	7260	23	7237	7200
22	snpPG00129	7260	22	7238	7200
22	snpPG00135	7260	22	7238	7200
22	snpPG00087	7260	23	7237	7201
22	snpPG00122	7260	24	7236	7201
22	snpPG00126	7260	23	7237	7201
22	snpPG00051	7260	23	7237	7202
22	snpPG00078	7260	23	7237	7202
22	snpPG00084	7260	22	7238	7202
21	snpPG00142	7260	24	7236	7175
21	snpPG00127	7260	27	7233	7180
21	snpPG00101	7260	30	7230	7189
21	snpPG00140	7260	25	7235	7189
21	snpPG00048	7260	27	7233	7190
21	snpPG00133	7260	24	7236	7190
21	snpPG00121	7260	25	7235	7191
21	snpPG00100	7260	25	7235	7192
21	snpPG00107	7260	24	7236	7192
21	snpPG00110	7260	25	7235	7192
21	snpPG00137	7260	24	7236	7192
21	snpPG00112	7260	23	7237	7193
21	snpPG00129	7260	23	7237	7193
21	snpPG00076	7260	24	7236	7194
21	snpPG00087	7260	24	7236	7195
21	snpPG00118	7260	25	7235	7195
21	snpPG00135	7260	23	7237	7195
21	snpPG00126	7260	24	7236	7196
21	snpPG00122	7260	25	7235	7197
21	snpPG00084	7260	23	7237	7198
21	snpPG00051	7260	24	7236	7198
20	snpPG00127	7260	28	7232	7172
20	snpPG00142	7260	25	7235	7172
20	snpPG00133	7260	24	7236	7180
20	snpPG00140	7260	25	7235	7180
20	snpPG00101	7260	30	7230	7181
20	snpPG00048	7260	27	7233	7183
20	snpPG00100	7260	26	7234	7185
20	snpPG00112	7260	23	7237	7185
20	snpPG00121	7260	25	7235	7186
20	snpPG00137	7260	24	7236	7187
20	snpPG00076	7260	24	7236	7188
20	snpPG00107	7260	24	7236	7188
20	snpPG00110	7260	25	7235	7188
20	snpPG00051	7260	24	7236	7189
20	snpPG00118	7260	26	7234	7189
20	snpPG00129	7260	23	7237	7189
20	snpPG00135	7260	23	7237	7189
20	snpPG00087	7260	24	7236	7191
20	snpPG00126	7260	24	7236	7191
20	snpPG00122	7260	25	7235	7193
19	snpPG00142	7260	27	7233	7162
19	snpPG00127	7260	33	7227	7166
19	snpPG00133	7260	26	7234	7171
19	snpPG00101	7260	33	7227	7173
19	snpPG00048	7260	29	7231	7173
19	snpPG00140	7260	27	7233	7173
19	snpPG00051	7260	26	7234	7176
19	snpPG00100	7260	28	7232	7177
19	snpPG00129	7260	25	7235	7177
19	snpPG00110	7260	27	7233	7179
19	snpPG00112	7260	25	7235	7179
19	snpPG00121	7260	27	7233	7179
19	snpPG00107	7260	26	7234	7181
19	snpPG00076	7260	26	7234	7182
19	snpPG00137	7260	26	7234	7182
19	snpPG00118	7260	28	7232	7183
19	snpPG00126	7260	26	7234	7183
19	snpPG00135	7260	26	7234	7183
19	snpPG00087	7260	26	7234	7184
18	snpPG00127	7260	34	7226	7143
18	snpPG00142	7260	28	7232	7151
18	snpPG00133	7260	27	7233	7156
18	snpPG00048	7260	30	7230	7157
18	snpPG00051	7260	27	7233	7157
18	snpPG00140	7260	28	7232	7159
18	snpPG00112	7260	26	7234	7162
18	snpPG00101	7260	35	7225	7164
18	snpPG00121	7260	30	7230	7166
18	snpPG00100	7260	30	7230	7167
18	snpPG00110	7260	28	7232	7167
18	snpPG00129	7260	26	7234	7168
18	snpPG00135	7260	27	7233	7168
18	snpPG00107	7260	28	7232	7170
18	snpPG00076	7260	28	7232	7171
18	snpPG00118	7260	30	7230	7173
18	snpPG00137	7260	27	7233	7173
18	snpPG00126	7260	29	7231	7174
17	snpPG00127	7260	38	7222	7127
17	snpPG00140	7260	32	7228	7131
17	snpPG00142	7260	35	7225	7136
17	snpPG00048	7260	33	7227	7144
17	snpPG00051	7260	30	7230	7144
17	snpPG00133	7260	31	7229	7144
17	snpPG00112	7260	30	7230	7146
17	snpPG00129	7260	30	7230	7150
17	snpPG00121	7260	33	7227	7151
17	snpPG00101	7260	38	7222	7152
17	snpPG00100	7260	33	7227	7154
17	snpPG00076	7260	31	7229	7154
17	snpPG00107	7260	31	7229	7154
17	snpPG00135	7260	30	7230	7154
17	snpPG00110	7260	32	7228	7158
17	snpPG00137	7260	30	7230	7162
17	snpPG00118	7260	33	7227	7163
16	snpPG00127	7260	42	7218	7094
16	snpPG00140	7260	40	7220	7111
16	snpPG00142	7260	39	7221	7114
16	snpPG00048	7260	37	7223	7115
16	snpPG00112	7260	35	7225	7117
16	snpPG00051	7260	36	7224	7124
16	snpPG00133	7260	35	7225	7128
16	snpPG00121	7260	38	7222	7131
16	snpPG00076	7260	36	7224	7131
16	snpPG00101	7260	42	7218	7132
16	snpPG00135	7260	34	7226	7132
16	snpPG00100	7260	38	7222	7134
16	snpPG00129	7260	35	7225	7138
16	snpPG00110	7260	36	7224	7139
16	snpPG00107	7260	35	7225	7141
16	snpPG00137	7260	34	7226	7149
15	snpPG00127	7260	44	7216	7077
15	snpPG00140	7260	42	7218	7093
15	snpPG00112	7260	40	7220	7099
15	snpPG00048	7260	39	7221	7100
15	snpPG00142	7260	43	7217	7101
15	snpPG00051	7260	37	7223	7103
15	snpPG00107	7260	36	7224	7109
15	snpPG00129	7260	36	7224	7109
15	snpPG00133	7260	37	7223	7112
15	snpPG00135	7260	35	7225	7113
15	snpPG00076	7260	37	7223	7115
15	snpPG00121	7260	39	7221	7116
15	snpPG00101	7260	43	7217	7118
15	snpPG00100	7260	42	7218	7120
15	snpPG00110	7260	37	7223	7120
14	snpPG00127	7260	49	7211	7032
14	snpPG00048	7260	48	7212	7048
14	snpPG00112	7260	44	7216	7056
14	snpPG00142	7260	48	7212	7059
14	snpPG00140	7260	48	7212	7062
14	snpPG00107	7260	44	7216	7064
14	snpPG00051	7260	41	7219	7066
14	snpPG00129	7260	39	7221	7073
14	snpPG00135	7260	38	7222	7074
14	snpPG00076	7260	40	7220	7077
14	snpPG00133	7260	40	7220	7077
14	snpPG00101	7260	53	7207	7081
14	snpPG00121	7260	42	7218	7081
14	snpPG00100	7260	47	7213	7082
13	snpPG00127	7260	62	7198	6983
13	snpPG00048	7260	60	7200	7002
13	snpPG00112	7260	60	7200	7013
13	snpPG00140	7260	61	7199	7014
13	snpPG00107	7260	55	7205	7017
13	snpPG00142	7260	63	7197	7018
13	snpPG00051	7260	60	7200	7019
13	snpPG00129	7260	49	7211	7023
13	snpPG00101	7260	65	7195	7031
13	snpPG00121	7260	53	7207	7031
13	snpPG00076	7260	51	7209	7034
13	snpPG00135	7260	50	7210	7034
13	snpPG00133	7260	53	7207	7035
12	snpPG00127	7260	71	7189	6910
12	snpPG00048	7260	69	7191	6938
12	snpPG00140	7260	68	7192	6941
12	snpPG00051	7260	66	7194	6948
12	snpPG00142	7260	75	7185	6950
12	snpPG00121	7260	62	7198	6952
12	snpPG00112	7260	71	7189	6954
12	snpPG00129	7260	58	7202	6955
12	snpPG00107	7260	64	7196	6958
12	snpPG00101	7260	79	7181	6972
12	snpPG00076	7260	62	7198	6976
12	snpPG00135	7260	63	7197	6976
11	snpPG00127	7260	84	7176	6812
11	snpPG00048	7260	89	7171	6849
11	snpPG00140	7260	82	7178	6855
11	snpPG00051	7260	80	7180	6857
11	snpPG00121	7260	77	7183	6857
11	snpPG00142	7260	89	7171	6868
11	snpPG00112	7260	86	7174	6874
11	snpPG00129	7260	73	7187	6876
11	snpPG00101	7260	93	7167	6880
11	snpPG00107	7260	74	7186	6888
11	snpPG00135	7260	77	7183	6888
10	snpPG00127	7260	104	7156	6662
10	snpPG00048	7260	106	7154	6717
10	snpPG00051	7260	100	7160	6721
10	snpPG00121	7260	97	7163	6728
10	snpPG00140	7260	99	7161	6730
10	snpPG00142	7260	117	7143	6732
10	snpPG00112	7260	102	7158	6746
10	snpPG00129	7260	109	7151	6748
10	snpPG00101	7260	113	7147	6756
10	snpPG00135	7260	91	7169	6756
9	snpPG00127	7260	156	7104	6439
9	snpPG00048	7260	164	7096	6513
9	snpPG00142	7260	178	7082	6533
9	snpPG00051	7260	161	7099	6539
9	snpPG00112	7260	150	7110	6540
9	snpPG00140	7260	145	7115	6541
9	snpPG00135	7260	142	7118	6551
9	snpPG00129	7260	158	7102	6552
9	snpPG00121	7260	154	7106	6556
8	snpPG00127	7260	238	7022	6171
8	snpPG00048	7260	228	7032	6183
8	snpPG00051	7260	219	7041	6234
8	snpPG00142	7260	243	7017	6243
8	snpPG00135	7260	214	7046	6244
8	snpPG00112	7260	203	7057	6247
8	snpPG00129	7260	220	7040	6250
8	snpPG00140	7260	217	7043	6252
7	snpPG00048	7260	331	6929	5736
7	snpPG00127	7260	360	6900	5746
7	snpPG00051	7260	345	6915	5779
7	snpPG00129	7260	324	6936	5808
7	snpPG00142	7260	342	6918	5810
7	snpPG00135	7260	299	6961	5812
7	snpPG00112	7260	309	6951	5833
6	snpPG00127	7260	544	6716	5062
6	snpPG00048	7260	498	6762	5137
6	snpPG00129	7260	467	6793	5200
6	snpPG00135	7260	443	6817	5221
6	snpPG00051	7260	528	6732	5241
6	snpPG00142	7260	492	6768	5243
5	snpPG00127	7260	866	6394	4174
5	snpPG00048	7260	797	6463	4238
5	snpPG00129	7260	731	6529	4337
5	snpPG00135	7260	748	6512	4370
5	snpPG00051	7260	843	6417	4460
